Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1413,CA-2024-101412,2024-10-07,2024-10-11,Standard Class,CG-12520,Claire Gute,Consumer,United States,Dallas,Texas,75201,Central,Tec-Acc-10002587,Technology,Accessories,Logitech MX Master 3S Mouse,101.65,1,0.0,31.63
1414,CA-2024-101413,2024-07-08,2024-07-10,First Class,CG-12520,Claire Gute,Consumer,United States,Chicago,Illinois,60601,Central,Off-Bin-10006827,Office Supplies,Binders,Heavy Duty 3-Ring Binder 3-Pack,97.86,8,0.4,-27.51
1415,CA-2024-101414,2024-09-18,2024-09-21,First Class,LF-17185,Liz Flachtemeier,Consumer,United States,Dallas,Texas,75201,Central,Tec-Cop-10009641,Technology,Copiers,Canon imageCLASS Wireless Printer,2076.33,8,0.1,194.19
1416,CA-2024-101415,2024-09-18,2024-09-22,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19101,East,Fur-Cha-10004988,Furniture,Chairs,Secretlab TITAN Evo Gaming Chair,3329.92,6,0.0,298.11
1417,CA-2025-101416,2025-07-05,2025-07-07,Second Class,EP-13915,Emily Phan,Consumer,United States,Atlanta,Georgia,30301,South,Off-App-10008493,Office Supplies,Appliances,Compact Countertop Microwave 0.7 Cu Ft,372.29,6,0.1,10.32
1418,CA-2024-101417,2024-05-07,2024-05-09,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Boston,Massachusetts,02101,East,Off-Art-10008549,Office Supplies,Art,Dual Tip Brush Marker Pens 72-Color Set,87.35,2,0.0,11.12
1419,CA-2025-101418,2025-08-10,2025-08-15,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Jose,California,95101,West,Off-Pap-10003455,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,12.39,2,0.1,0.64
1420,CA-2025-101419,2025-08-26,2025-08-29,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Charlotte,North Carolina,28201,South,Off-App-10005571,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,246.91,1,0.2,3.79
1421,CA-2025-101420,2025-11-20,2025-11-23,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Charlotte,North Carolina,28201,South,Fur-Cha-10004110,Furniture,Chairs,Herman Miller Aeron Chair,5961.88,3,0.0,1577.01
1422,CA-2024-101421,2024-03-21,2024-03-23,Second Class,PK-19075,Pete Kriz,Corporate,United States,Austin,Texas,78701,Central,Fur-Cha-10008353,Furniture,Chairs,Ergonomic Mesh Office Chair,288.14,2,0.4,-155.35
1423,CA-2025-101422,2025-01-24,2025-01-28,Standard Class,AA-10315,Andrew Allen,Consumer,United States,Nashville,Tennessee,37201,South,Off-App-10008346,Office Supplies,Appliances,Compact Countertop Microwave 0.7 Cu Ft,66.7,1,0.0,0.9
1424,CA-2026-101423,2026-05-02,2026-05-05,Same Day,PK-19075,Pete Kriz,Corporate,United States,Boston,Massachusetts,02101,East,Fur-Fur-10004296,Furniture,Furnishings,Acoustic Desk Divider Partition,248.52,3,0.1,-12.92
1425,CA-2024-101424,2024-10-29,2024-10-31,First Class,KB-16585,Ken Black,Corporate,United States,San Jose,California,95101,West,Fur-Boo-10002575,Furniture,Bookcases,Industrial Metal & Wood Bookshelf,390.73,2,0.0,50.66
1426,CA-2025-101425,2025-03-26,2025-04-01,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Houston,Texas,77001,Central,Off-App-10007044,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,2076.7,5,0.0,422.72
1427,CA-2025-101426,2025-06-24,2025-06-29,Standard Class,ZD-21925,Zuschlich Donavan,Corporate,United States,Jacksonville,Florida,32201,South,Off-Pap-10009324,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,24.39,3,0.1,2.87
1428,CA-2024-101427,2024-05-19,2024-05-22,Second Class,IM-15055,Irene Maddox,Consumer,United States,Dallas,Texas,75201,Central,Off-Pap-10004529,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,248.09,5,0.1,28.88
1429,CA-2024-101428,2024-09-06,2024-09-09,Second Class,IM-15055,Irene Maddox,Consumer,United States,Chicago,Illinois,60601,Central,Fur-Boo-10002440,Furniture,Bookcases,Industrial Metal & Wood Bookshelf,494.48,4,0.4,-237.15
1430,CA-2024-101429,2024-07-21,2024-07-23,Same Day,LC-16885,Linda Cazaress,Home Office,United States,Indianapolis,Indiana,46201,Central,Fur-Tab-10002403,Furniture,Tables,Standing Desk Wood Top 60x30,1133.26,3,0.2,-111.09
1431,CA-2024-101430,2024-05-23,2024-05-25,Second Class,IM-15055,Irene Maddox,Consumer,United States,Atlanta,Georgia,30301,South,Fur-Boo-10005972,Furniture,Bookcases,5-Shelf Wood Bookcase,682.85,5,0.0,22.73
1432,CA-2024-101431,2024-05-30,2024-06-01,Second Class,HR-14830,Harold Ryan,Corporate,United States,Jacksonville,Florida,32201,South,Off-App-10006582,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,196.77,3,0.2,-17.69
1433,CA-2024-101432,2024-06-08,2024-06-11,Second Class,DN-13690,Duane Noonan,Consumer,United States,San Antonio,Texas,78201,Central,Off-Art-10005323,Office Supplies,Art,Dual Tip Brush Marker Pens 72-Color Set,98.34,3,0.1,10.38
1434,CA-2026-101433,2026-06-15,2026-06-18,First Class,SN-20785,Steve Nguyen,Home Office,United States,Indianapolis,Indiana,46201,Central,Tec-Mac-10002161,Technology,Machines,Apple MacBook Pro 16 M3,12787.16,5,0.0,3068.51
1435,CA-2024-101434,2024-04-12,2024-04-17,Standard Class,RB-19705,Raymond Buch,Consumer,United States,Boston,Massachusetts,02101,East,Off-App-10001822,Office Supplies,Appliances,Compact Countertop Microwave 0.7 Cu Ft,149.65,2,0.2,1.71
1436,CA-2026-101435,2026-01-13,2026-01-17,Standard Class,ZD-21925,Zuschlich Donavan,Corporate,United States,Nashville,Tennessee,37201,South,Tec-Mac-10003621,Technology,Machines,Apple MacBook Pro 16 M3,1907.71,1,0.0,-66.19
1437,CA-2025-101436,2025-09-16,2025-09-20,Standard Class,CG-12520,Claire Gute,Consumer,United States,Miami,Florida,33101,South,Fur-Tab-10007450,Furniture,Tables,Minimalist Glass Coffee Table,266.59,2,0.2,-35.77
1438,CA-2025-101437,2025-06-23,2025-06-24,Same Day,AG-10270,Alejandro Grove,Consumer,United States,Austin,Texas,78701,Central,Off-Art-10008158,Office Supplies,Art,Dual Tip Brush Marker Pens 72-Color Set,25.8,1,0.3,-5.31
1439,CA-2024-101438,2024-04-06,2024-04-09,First Class,LF-17185,Liz Flachtemeier,Consumer,United States,San Jose,California,95101,West,Off-Art-10002666,Office Supplies,Art,Professional Sketchbook 2-Pack,76.96,5,0.2,3.97
1440,CA-2025-101439,2025-08-19,2025-08-21,Second Class,PK-19075,Pete Kriz,Corporate,United States,Seattle,Washington,98101,West,Fur-Boo-10008011,Furniture,Bookcases,Industrial Metal & Wood Bookshelf,797.29,5,0.0,46.0
1441,CA-2025-101440,2025-01-16,2025-01-20,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Austin,Texas,78701,Central,Tec-Acc-10002245,Technology,Accessories,Logitech MX Master 3S Mouse,154.04,2,0.0,14.47
1442,CA-2024-101441,2024-04-10,2024-04-13,First Class,LF-17185,Liz Flachtemeier,Consumer,United States,San Francisco,California,94101,West,Tec-Mac-10002200,Technology,Machines,Apple MacBook Pro 16 M3,13090.9,5,0.0,4125.78
1443,CA-2024-101442,2024-05-10,2024-05-13,Second Class,DN-13690,Duane Noonan,Consumer,United States,San Diego,California,92101,West,Tec-Cop-10004826,Technology,Copiers,Brother Monochrome Laser Printer,1043.87,5,0.0,317.73
1444,CA-2025-101443,2025-05-26,2025-05-28,Second Class,KB-16585,Ken Black,Corporate,United States,Philadelphia,Pennsylvania,19101,East,Off-Bin-10002851,Office Supplies,Binders,Heavy Duty 3-Ring Binder 3-Pack,71.43,3,0.0,13.46
1445,CA-2025-101444,2025-06-26,2025-06-28,First Class,IM-15055,Irene Maddox,Consumer,United States,Denver,Colorado,80201,West,Fur-Tab-10004209,Furniture,Tables,Standing Desk Wood Top 60x30,2574.28,5,0.0,218.44
1446,CA-2025-101445,2025-10-03,2025-10-07,Standard Class,PK-19075,Pete Kriz,Corporate,United States,Boston,Massachusetts,02101,East,Off-App-10005732,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,1240.79,3,0.0,308.34
1447,CA-2026-101446,2026-05-30,2026-06-03,Standard Class,KB-16585,Ken Black,Corporate,United States,San Antonio,Texas,78201,Central,Off-Art-10006718,Office Supplies,Art,Fiskars Precision Scissors 8-Inch,41.19,5,0.3,-9.71
1448,CA-2025-101447,2025-12-31,2026-01-04,Standard Class,LC-16885,Linda Cazaress,Home Office,United States,Columbus,Ohio,43201,Central,Fur-Fur-10001615,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,118.08,2,0.0,34.7
1449,CA-2024-101448,2024-09-16,2024-09-20,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98101,West,Off-Pap-10004089,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,70.91,5,0.1,11.81
1450,CA-2025-101449,2025-07-27,2025-08-02,Standard Class,RP-19390,Roy Phan,Corporate,United States,Chicago,Illinois,60601,Central,Off-App-10007519,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,228.89,4,0.0,49.9
1451,CA-2025-101450,2025-08-02,2025-08-08,Standard Class,KB-16585,Ken Black,Corporate,United States,Atlanta,Georgia,30301,South,Fur-Fur-10009601,Furniture,Furnishings,Anti-Fatigue Comfort Floor Mat,119.62,4,0.0,-3.75
1452,CA-2024-101451,2024-06-09,2024-06-11,Second Class,HR-14830,Harold Ryan,Corporate,United States,Indianapolis,Indiana,46201,Central,Tec-Acc-10008069,Technology,Accessories,Anker 511 USB-C Charger,21.56,1,0.0,4.13
1453,CA-2026-101452,2026-03-29,2026-04-04,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Seattle,Washington,98101,West,Off-App-10006001,Office Supplies,Appliances,Mini Fridge with Freezer 3.2 Cu Ft,692.67,6,0.2,16.68
1454,CA-2024-101453,2024-05-05,2024-05-07,First Class,KB-16585,Ken Black,Corporate,United States,Denver,Colorado,80201,West,Fur-Fur-10002892,Furniture,Furnishings,Ergonomic Memory Foam Seat Cushion,88.65,4,0.2,-8.38
1455,CA-2025-101454,2025-05-23,2025-05-27,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,San Antonio,Texas,78201,Central,Off-Art-10008740,Office Supplies,Art,Professional Sketchbook 2-Pack,60.28,3,0.0,14.74
1456,CA-2024-101455,2024-05-03,2024-05-10,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,New York City,New York,10001,East,Tec-Mac-10007084,Technology,Machines,ASUS ROG Zephyrus G14,11847.55,8,0.1,2954.37
1457,CA-2025-101456,2025-07-28,2025-07-31,Same Day,LC-16885,Linda Cazaress,Home Office,United States,Denver,Colorado,80201,West,Tec-Pho-10008123,Technology,Phones,Samsung Galaxy S24 Ultra,852.63,1,0.1,188.95
1458,CA-2026-101457,2026-05-08,2026-05-12,Standard Class,CG-12520,Claire Gute,Consumer,United States,Miami,Florida,33101,South,Tec-Acc-10009799,Technology,Accessories,Anker 511 USB-C Charger,16.34,1,0.3,-2.2
1459,CA-2024-101458,2024-08-21,2024-08-25,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94101,West,Tec-Acc-10002966,Technology,Accessories,Apple AirPods Pro (2nd Gen),623.78,3,0.2,17.21
1460,CA-2025-101459,2025-10-18,2025-10-21,Same Day,KB-16585,Ken Black,Corporate,United States,Nashville,Tennessee,37201,South,Fur-Tab-10005403,Furniture,Tables,Standing Desk Wood Top 60x30,1089.19,2,0.0,124.97
1461,CA-2025-101460,2025-06-26,2025-06-28,First Class,EP-13915,Emily Phan,Consumer,United States,Denver,Colorado,80201,West,Tec-Cop-10008653,Technology,Copiers,Brother Monochrome Laser Printer,578.91,3,0.0,178.58
1462,CA-2024-101461,2024-11-11,2024-11-17,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Denver,Colorado,80201,West,Off-Bin-10007364,Office Supplies,Binders,Clear Sheet Protectors 200-Pack,40.84,2,0.0,15.77
1463,CA-2026-101462,2026-01-20,2026-01-23,First Class,IM-15055,Irene Maddox,Consumer,United States,Atlanta,Georgia,30301,South,Off-Pap-10006822,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,14.06,2,0.0,-0.3
1464,CA-2026-101463,2026-02-09,2026-02-16,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Los Angeles,California,90001,West,Off-App-10008571,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,1200.89,4,0.0,-116.43
1465,CA-2025-101464,2025-04-04,2025-04-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Charlotte,North Carolina,28201,South,Off-Art-10001363,Office Supplies,Art,Acrylic Paint Set 24 Colors,24.93,1,0.0,3.68
1466,CA-2024-101465,2024-02-09,2024-02-10,Same Day,RP-19390,Roy Phan,Corporate,United States,San Jose,California,95101,West,Off-App-10006222,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,559.21,2,0.2,-209.87
1467,CA-2026-101466,2026-06-22,2026-06-27,Standard Class,LF-17185,Liz Flachtemeier,Consumer,United States,Seattle,Washington,98101,West,Fur-Fur-10007702,Furniture,Furnishings,Acoustic Desk Divider Partition,83.45,1,0.0,-1.02
1468,CA-2025-101467,2025-01-08,2025-01-11,Second Class,RP-19390,Roy Phan,Corporate,United States,Indianapolis,Indiana,46201,Central,Tec-Acc-10002471,Technology,Accessories,Logitech MX Master 3S Mouse,342.53,4,0.0,-10.98
1469,CA-2024-101468,2024-05-21,2024-05-25,Standard Class,CG-12520,Claire Gute,Consumer,United States,Charlotte,North Carolina,28201,South,Fur-Boo-10005808,Furniture,Bookcases,Corner Ladder Shelf,60.48,1,0.3,-28.03
1470,CA-2024-101469,2024-02-08,2024-02-09,Same Day,KB-16585,Ken Black,Corporate,United States,Chicago,Illinois,60601,Central,Off-Bin-10001856,Office Supplies,Binders,Heavy Duty 3-Ring Binder 3-Pack,90.75,5,0.0,-8.32
1471,CA-2026-101470,2026-04-16,2026-04-19,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Boston,Massachusetts,02101,East,Tec-Acc-10009003,Technology,Accessories,Samsung T7 Shield 2TB SSD,943.87,7,0.2,22.14
1472,CA-2025-101471,2025-02-22,2025-02-26,Standard Class,PK-19075,Pete Kriz,Corporate,United States,Chicago,Illinois,60601,Central,Off-App-10005359,Office Supplies,Appliances,Keurig K-Mini Single Serve Coffee Maker,93.69,2,0.3,-35.55
1473,CA-2024-101472,2024-10-31,2024-11-05,Standard Class,ZD-21925,Zuschlich Donavan,Corporate,United States,New York City,New York,10001,East,Tec-Pho-10007179,Technology,Phones,Samsung Galaxy S24 Ultra,7681.66,7,0.0,2501.81
1474,CA-2025-101473,2025-12-08,2025-12-12,Standard Class,ZD-21925,Zuschlich Donavan,Corporate,United States,Phoenix,Arizona,85001,West,Off-Bin-10005633,Office Supplies,Binders,Heavy Duty 3-Ring Binder 3-Pack,122.16,4,0.0,54.62
1475,CA-2024-101474,2024-08-10,2024-08-11,Same Day,LF-17185,Liz Flachtemeier,Consumer,United States,Chicago,Illinois,60601,Central,Fur-Tab-10006602,Furniture,Tables,Solid Oak Dining Table,810.49,1,0.1,-55.97
1476,CA-2024-101475,2024-02-19,2024-02-23,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,San Jose,California,95101,West,Tec-Cop-10001687,Technology,Copiers,Brother Monochrome Laser Printer,1089.22,8,0.2,-329.51
1477,CA-2025-101476,2025-08-04,2025-08-08,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Houston,Texas,77001,Central,Tec-Mac-10006161,Technology,Machines,Dell XPS 15 Laptop,1427.35,1,0.0,294.04
1478,CA-2026-101477,2026-03-16,2026-03-20,Standard Class,AA-10315,Andrew Allen,Consumer,United States,Austin,Texas,78701,Central,Fur-Boo-10008568,Furniture,Bookcases,Industrial Metal & Wood Bookshelf,782.13,4,0.0,23.38
1479,CA-2024-101478,2024-03-16,2024-03-19,Second Class,PK-19075,Pete Kriz,Corporate,United States,Philadelphia,Pennsylvania,19101,East,Tec-Mac-10001380,Technology,Machines,Apple MacBook Pro 16 M3,5054.55,2,0.0,1255.62
1480,CA-2024-101479,2024-12-20,2024-12-24,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Diego,California,92101,West,Tec-Pho-10005967,Technology,Phones,OnePlus 12,6568.01,6,0.0,3274.82
1481,CA-2026-101480,2026-04-16,2026-04-20,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Miami,Florida,33101,South,Off-Art-10004808,Office Supplies,Art,Acrylic Paint Set 24 Colors,62.92,3,0.1,7.28
1482,CA-2024-101481,2024-12-22,2024-12-25,First Class,RP-19390,Roy Phan,Corporate,United States,Chicago,Illinois,60601,Central,Off-Bin-10005854,Office Supplies,Binders,Heavy Duty 3-Ring Binder 3-Pack,168.62,5,0.0,69.69
1483,CA-2024-101482,2024-05-09,2024-05-12,First Class,SN-20785,Steve Nguyen,Home Office,United States,Denver,Colorado,80201,West,Off-Art-10001773,Office Supplies,Art,Professional Sketchbook 2-Pack,35.17,2,0.1,1.4
1484,CA-2025-101483,2025-02-02,2025-02-04,First Class,CG-12520,Claire Gute,Consumer,United States,Austin,Texas,78701,Central,Tec-Pho-10007024,Technology,Phones,OnePlus 12,2069.18,3,0.0,347.91
1485,CA-2025-101484,2025-07-07,2025-07-10,Second Class,KB-16585,Ken Black,Corporate,United States,Nashville,Tennessee,37201,South,Tec-Mac-10005978,Technology,Machines,Lenovo ThinkPad X1 Carbon,4561.86,4,0.2,455.53
1486,CA-2025-101485,2025-01-13,2025-01-19,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbus,Ohio,43201,Central,Tec-Pho-10001283,Technology,Phones,Google Pixel 8 Pro,1638.53,2,0.0,-13.91
1487,CA-2024-101486,2024-02-03,2024-02-06,First Class,SN-20785,Steve Nguyen,Home Office,United States,Boston,Massachusetts,02101,East,Off-Pap-10005049,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,24.28,2,0.0,1.39
1488,CA-2024-101487,2024-11-22,2024-11-26,Standard Class,SN-20785,Steve Nguyen,Home Office,United States,Chicago,Illinois,60601,Central,Fur-Cha-10009169,Furniture,Chairs,Herman Miller Aeron Chair,2265.2,1,0.0,671.24
1489,CA-2024-101488,2024-09-16,2024-09-17,Same Day,LC-16885,Linda Cazaress,Home Office,United States,San Francisco,California,94101,West,Fur-Boo-10009043,Furniture,Bookcases,5-Shelf Wood Bookcase,201.3,2,0.2,-55.38
1490,CA-2024-101489,2024-09-25,2024-10-01,Standard Class,LC-16885,Linda Cazaress,Home Office,United States,Chicago,Illinois,60601,Central,Tec-Mac-10001053,Technology,Machines,Lenovo ThinkPad X1 Carbon,1800.35,1,0.0,511.47
1491,CA-2024-101490,2024-01-07,2024-01-09,Second Class,SN-20785,Steve Nguyen,Home Office,United States,San Antonio,Texas,78201,Central,Off-Art-10007779,Office Supplies,Art,Fiskars Precision Scissors 8-Inch,21.24,3,0.2,-6.16
1492,CA-2024-101491,2024-02-12,2024-02-15,Second Class,KB-16585,Ken Black,Corporate,United States,Atlanta,Georgia,30301,South,Off-App-10004851,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,704.82,3,0.2,-167.86
1493,CA-2026-101492,2026-06-08,2026-06-12,Standard Class,LF-17185,Liz Flachtemeier,Consumer,United States,San Francisco,California,94101,West,Off-Art-10008349,Office Supplies,Art,Fiskars Precision Scissors 8-Inch,10.3,1,0.0,1.65
1494,CA-2024-101493,2024-01-11,2024-01-14,Second Class,GH-14485,Gene Hale,Corporate,United States,New York City,New York,10001,East,Fur-Tab-10006725,Furniture,Tables,Solid Oak Dining Table,737.95,1,0.0,-203.86
1495,CA-2025-101494,2025-05-01,2025-05-04,First Class,LC-16885,Linda Cazaress,Home Office,United States,Los Angeles,California,90001,West,Tec-Cop-10003691,Technology,Copiers,HP LaserJet Pro Multifunction,475.47,1,0.0,129.87
1496,CA-2025-101495,2025-01-03,2025-01-10,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Nashville,Tennessee,37201,South,Off-Bin-10001500,Office Supplies,Binders,Clear Sheet Protectors 200-Pack,63.8,5,0.0,2.78
1497,CA-2024-101496,2024-02-17,2024-02-19,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,San Francisco,California,94101,West,Off-App-10001391,Office Supplies,Appliances,Mini Fridge with Freezer 3.2 Cu Ft,637.82,6,0.1,-58.39
1498,CA-2025-101497,2025-02-12,2025-02-17,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Charlotte,North Carolina,28201,South,Off-App-10004091,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,696.66,2,0.0,-40.89
1499,CA-2026-101498,2026-06-28,2026-07-02,Standard Class,AA-10315,Andrew Allen,Consumer,United States,Dallas,Texas,75201,Central,Tec-Acc-10004228,Technology,Accessories,Logitech MX Master 3S Mouse,472.37,5,0.1,94.47
1500,CA-2026-101499,2026-06-13,2026-06-16,Second Class,AA-10315,Andrew Allen,Consumer,United States,Los Angeles,California,90001,West,Off-Pap-10001022,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,55.46,1,0.0,10.96
1501,CA-2025-101500,2025-11-08,2025-11-09,Same Day,BH-11710,Brosina Hoffman,Consumer,United States,Columbus,Ohio,43201,Central,Fur-Cha-10008080,Furniture,Chairs,Secretlab TITAN Evo Gaming Chair,2180.9,3,0.0,788.95
1502,CA-2026-101501,2026-05-15,2026-05-18,First Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Denver,Colorado,80201,West,Fur-Cha-10002755,Furniture,Chairs,Herman Miller Aeron Chair,6504.46,5,0.2,-1698.3
1503,CA-2025-101502,2025-08-29,2025-09-01,Second Class,BH-11710,Brosina Hoffman,Consumer,United States,Seattle,Washington,98101,West,Tec-Pho-10003706,Technology,Phones,Google Pixel 8 Pro,762.77,1,0.1,176.19
1504,CA-2024-101503,2024-02-27,2024-03-02,Standard Class,CG-12520,Claire Gute,Consumer,United States,Jacksonville,Florida,32201,South,Off-Art-10008647,Office Supplies,Art,Professional Sketchbook 2-Pack,22.66,2,0.3,-11.77
1505,CA-2024-101504,2024-07-08,2024-07-13,Standard Class,ZD-21925,Zuschlich Donavan,Corporate,United States,San Diego,California,92101,West,Tec-Acc-10007792,Technology,Accessories,Anker 511 USB-C Charger,67.44,3,0.0,20.37
1506,CA-2024-101505,2024-06-24,2024-06-28,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Austin,Texas,78701,Central,Off-Art-10009027,Office Supplies,Art,Professional Sketchbook 2-Pack,20.38,1,0.0,2.93
1507,CA-2024-101506,2024-10-30,2024-11-03,Standard Class,RP-19390,Roy Phan,Corporate,United States,Boston,Massachusetts,02101,East,Off-App-10008859,Office Supplies,Appliances,Dyson Pure Cool Air Purifier Fan,258.89,1,0.3,-28.86
1508,CA-2024-101507,2024-03-20,2024-03-23,Second Class,LC-16885,Linda Cazaress,Home Office,United States,Columbus,Ohio,43201,Central,Tec-Mac-10005547,Technology,Machines,ASUS ROG Zephyrus G14,1027.53,1,0.4,-162.16
1509,CA-2024-101508,2024-11-15,2024-11-17,Second Class,IM-15055,Irene Maddox,Consumer,United States,New York City,New York,10001,East,Off-App-10002633,Office Supplies,Appliances,Mini Fridge with Freezer 3.2 Cu Ft,1060.66,5,0.0,443.25
1510,CA-2024-101509,2024-10-26,2024-10-29,First Class,GH-14485,Gene Hale,Corporate,United States,Denver,Colorado,80201,West,Off-Art-10009366,Office Supplies,Art,Fiskars Precision Scissors 8-Inch,47.25,5,0.2,-4.72
1511,CA-2024-101510,2024-08-10,2024-08-12,First Class,SN-20785,Steve Nguyen,Home Office,United States,Nashville,Tennessee,37201,South,Fur-Cha-10002059,Furniture,Chairs,Steelcase Gesture Office Chair,2591.1,2,0.1,-6.48
1512,CA-2025-101511,2025-10-29,2025-11-01,First Class,GH-14485,Gene Hale,Corporate,United States,Phoenix,Arizona,85001,West,Tec-Pho-10008713,Technology,Phones,Google Pixel 8 Pro,3170.1,3,0.0,921.55
1513,CA-2025-101512,2025-09-26,2025-09-28,Second Class,PK-19075,Pete Kriz,Corporate,United States,San Antonio,Texas,78201,Central,Tec-Cop-10006888,Technology,Copiers,HP LaserJet Pro Multifunction,1968.52,6,0.0,478.19
1514,CA-2026-101513,2026-04-21,2026-04-27,Standard Class,PK-19075,Pete Kriz,Corporate,United States,Columbus,Ohio,43201,Central,Tec-Mac-10009582,Technology,Machines,Apple MacBook Pro 16 M3,2356.42,1,0.0,701.2
1515,CA-2024-101514,2024-07-22,2024-07-23,Same Day,ZD-21925,Zuschlich Donavan,Corporate,United States,Nashville,Tennessee,37201,South,Fur-Fur-10005308,Furniture,Furnishings,Acoustic Desk Divider Partition,266.25,3,0.0,15.15
1516,CA-2025-101515,2025-01-21,2025-01-23,Second Class,KB-16585,Ken Black,Corporate,United States,Columbus,Ohio,43201,Central,Off-Pap-10005219,Office Supplies,Paper,Heavyweight Cardstock Paper 100 Sheets,47.36,4,0.0,-1.76
1517,CA-2026-101516,2026-05-03,2026-05-08,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77001,Central,Off-Pap-10009877,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,99.53,2,0.0,20.41
1518,CA-2025-101517,2025-11-04,2025-11-07,First Class,PK-19075,Pete Kriz,Corporate,United States,San Antonio,Texas,78201,Central,Off-Pap-10002271,Office Supplies,Paper,Premium Multipurpose Copy Paper Case,333.71,6,0.2,85.56
1519,CA-2026-101518,2026-05-08,2026-05-11,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Columbus,Ohio,43201,Central,Fur-Boo-10001260,Furniture,Bookcases,5-Shelf Wood Bookcase,661.71,5,0.0,45.33
1520,CA-2025-101519,2025-10-22,2025-10-25,First Class,PK-19075,Pete Kriz,Corporate,United States,Jacksonville,Florida,32201,South,Fur-Boo-10001201,Furniture,Bookcases,Corner Ladder Shelf,344.01,4,0.0,48.29
1521,CA-2024-101520,2024-03-02,2024-03-05,First Class,AG-10270,Alejandro Grove,Consumer,United States,Jacksonville,Florida,32201,South,Tec-Acc-10005243,Technology,Accessories,Anker 511 USB-C Charger,21.94,1,0.0,5.21
1522,CA-2026-101521,2026-06-10,2026-06-14,Standard Class,IM-15055,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19101,East,Tec-Acc-10003245,Technology,Accessories,Anker 511 USB-C Charger,69.74,3,0.0,19.3
1523,CA-2026-101522,2026-04-17,2026-04-20,First Class,HR-14830,Harold Ryan,Corporate,United States,Nashville,Tennessee,37201,South,Off-Pap-10005631,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,19.8,3,0.2,-1.99
1524,CA-2025-101523,2025-03-11,2025-03-15,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Nashville,Tennessee,37201,South,Tec-Pho-10008537,Technology,Phones,Samsung Galaxy S24 Ultra,8912.65,9,0.1,1394.86
1525,CA-2024-101524,2024-02-28,2024-03-03,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbus,Ohio,43201,Central,Off-Pap-10006629,Office Supplies,Paper,Eco-Friendly Recycled Printer Paper,6.82,1,0.0,-0.78
